,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
0,2015-01-05,601899,紫金矿业,3.65,3.68,3.39,3.39,3.38,0.27,7.9882,5.6416,891583197.0,3185986425.0,79007373122.5,57683883322.5
1,2015-01-06,601899,紫金矿业,3.75,3.84,3.55,3.65,3.65,0.1,2.7397,5.2741,833516206.0,3100740409.0,81171958687.5,59264263687.5
2,2015-01-07,601899,紫金矿业,3.98,4.1,3.75,3.8,3.75,0.23,6.1333,5.4242,857230004.0,3384443666.0,86150505487.0,62899138527.0
3,2015-01-08,601899,紫金矿业,3.8,3.94,3.78,3.9,3.98,-0.18,-4.5226,3.4066,538367075.0,2068384763.0,82254251470.0,60054453870.0
4,2015-01-09,601899,紫金矿业,3.74,3.86,3.72,3.78,3.8,-0.06,-1.5789,2.4302,384060407.0,1461903636.0,80955500131.0,59106225651.0
5,2015-01-12,601899,紫金矿业,3.76,3.82,3.7,3.73,3.74,0.02,0.5348,2.0487,323777857.0,1215545753.0,81388417244.0,59422301724.0
6,2015-01-13,601899,紫金矿业,3.72,3.87,3.66,3.8,3.76,-0.04,-1.0638,1.913,302321797.0,1138641988.0,80522583018.0,58790149578.0
7,2015-01-14,601899,紫金矿业,3.59,3.72,3.53,3.72,3.72,-0.13,-3.4946,2.038,322081216.0,1158730890.0,77708621783.5,56735655103.5
8,2015-01-15,601899,紫金矿业,3.63,3.64,3.45,3.56,3.59,0.04,1.1142,1.6877,266723669.0,945720304.0,78574456009.5,57367807249.5
9,2015-01-16,601899,紫金矿业,3.77,3.98,3.71,3.9,3.63,0.14,3.8567,2.8779,454817745.0,1727810963.0,81604875800.5,59580339760.5
10,2015-01-19,601899,紫金矿业,3.6,3.91,3.45,3.69,3.77,-0.17,-4.5093,3.6999,584717549.0,2175882501.0,77925080340.0,56893693140.0
11,2015-01-20,601899,紫金矿业,3.64,3.68,3.51,3.57,3.6,0.04,1.1111,2.131,336777150.0,1215779489.0,78790914566.0,57525845286.0
12,2015-01-21,601899,紫金矿业,3.77,3.79,3.68,3.69,3.64,0.13,3.5714,2.5246,398977186.0,1489475654.0,81604875800.5,59580339760.5
13,2015-01-22,601899,紫金矿业,3.92,4.05,3.7,3.72,3.77,0.15,3.9788,5.0482,797800746.0,3120304588.0,84851754148.0,61950910308.0
14,2015-01-23,601899,紫金矿业,3.84,4.05,3.81,3.99,3.92,-0.08,-2.0408,3.3735,533135430.0,2084957761.0,83120085696.0,60686606016.0
15,2015-01-26,601899,紫金矿业,3.87,3.89,3.8,3.84,3.84,0.03,0.7813,1.7061,269623746.0,1037719513.0,83769461365.5,61160720125.5
16,2015-01-27,601899,紫金矿业,3.79,3.84,3.7,3.81,3.87,-0.08,-2.0672,2.363,373437995.0,1407848196.0,82037792913.5,59896415833.5
17,2015-01-28,601899,紫金矿业,3.74,3.81,3.72,3.79,3.79,-0.05,-1.3193,1.1563,182745800.0,685410852.0,80955500131.0,59106225651.0
18,2015-01-29,601899,紫金矿业,3.65,3.7,3.61,3.69,3.74,-0.09,-2.4064,1.4432,228083694.0,832452667.0,79007373122.5,57683883322.5
19,2015-01-30,601899,紫金矿业,3.59,3.65,3.58,3.6,3.65,-0.06,-1.6438,1.427,225513092.0,813938748.0,77708621783.5,56735655103.5
20,2015-02-02,601899,紫金矿业,3.58,3.63,3.51,3.59,3.59,-0.01,-0.2786,1.015,160405567.0,576806514.0,77492163227.0,56577617067.0
21,2015-02-03,601899,紫金矿业,3.63,3.63,3.54,3.59,3.58,0.05,1.3966,0.9569,151232126.0,542217709.0,78574456009.5,57367807249.5
22,2015-02-04,601899,紫金矿业,3.54,3.62,3.53,3.6,3.63,-0.09,-2.4793,1.1537,182335970.0,651532248.0,76626329001.0,55945464921.0
23,2015-02-05,601899,紫金矿业,3.49,3.62,3.48,3.61,3.54,-0.05,-1.4124,1.1221,177340408.0,628163594.0,75544036218.5,55155274738.5
24,2015-02-06,601899,紫金矿业,3.34,3.46,3.3,3.46,3.49,-0.15,-4.298,1.5301,241806649.0,814593522.0,72297157871.0,52784704191.0
25,2015-02-09,601899,紫金矿业,3.31,3.35,3.23,3.3,3.34,-0.03,-0.8982,1.0679,168774608.0,553847454.0,71647782201.5,52310590081.5
