,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
0,2015-01-05,603993,¬е—фов“µ,9.63,9.63,8.7,8.75,8.75,0.88,10.0571,1.55,30510838.0,285748229.0,48883522155.8,18955894711.5
1,2015-01-06,603993,¬е—фов“µ,9.91,10.37,9.7,10.08,9.63,0.28,2.9076,2.8701,56495703.0,565723643.0,50304849902.8,19507052605.5
2,2015-01-07,603993,¬е—фов“µ,10.25,10.69,9.69,9.85,9.91,0.34,3.4309,2.1118,41568562.0,426572524.0,52030747881.2,20176315762.5
3,2015-01-08,603993,¬е—фов“µ,9.97,10.28,9.74,10.13,10.25,-0.28,-2.7317,1.2564,24731532.0,247723418.0,50609420134.2,19625157868.5
4,2015-01-09,603993,¬е—фов“µ,9.9,10.35,9.8,9.85,9.97,-0.07,-0.7021,1.6043,31578402.0,320942117.0,50254088197.5,19487368395.0
5,2015-01-12,603993,¬е—фов“µ,9.71,9.84,9.43,9.65,9.9,-0.19,-1.9192,1.048,20629134.0,198301190.0,49289615797.8,19113368395.5
6,2015-01-13,603993,¬е—фов“µ,9.43,9.84,9.38,9.71,9.71,-0.28,-2.8836,0.9834,19357640.0,186171448.0,47868288050.8,18562210501.5
7,2015-01-14,603993,¬е—фов“µ,9.17,9.54,9.02,9.48,9.43,-0.26,-2.7572,1.1059,21768514.0,201766367.0,46548483714.2,18050421028.5
8,2015-01-15,603993,¬е—фов“µ,9.28,9.3,8.98,9.09,9.17,0.11,1.1996,0.9536,18770968.0,171930288.0,47106862472.0,18266947344.0
9,2015-01-16,603993,¬е—фов“µ,9.6,9.64,9.27,9.4,9.28,0.32,3.4483,1.7203,33862872.0,320043371.0,48731237040.0,18896842080.0
10,2015-01-19,603993,¬е—фов“µ,8.91,9.38,8.64,9.05,9.6,-0.69,-7.1875,1.2269,24150456.0,219651016.0,45228679377.8,17538631555.5
11,2015-01-20,603993,¬е—фов“µ,9.1,9.15,8.85,8.99,8.91,0.19,2.1324,0.7385,14536649.0,131616848.0,46193151777.5,17912631555.0
12,2015-01-21,603993,¬е—фов“µ,9.7,10.0,9.11,9.12,9.1,0.6,6.5934,2.3096,45462489.0,434990981.0,49238854092.5,19093684185.0
13,2015-01-22,603993,¬е—фов“µ,10.67,10.67,9.59,9.72,9.7,0.97,10.0,3.0895,60813982.0,628460397.0,54162739501.8,21003052603.5
14,2015-01-23,603993,¬е—фов“µ,10.93,11.37,10.68,10.8,10.67,0.26,2.4367,3.4952,68799440.0,757247780.0,55482543838.2,21514842076.5
15,2015-01-26,603993,¬е—фов“µ,11.17,11.25,10.6,10.8,10.93,0.24,2.1958,2.417,47576565.0,525092027.0,56700824764.2,21987263128.5
16,2015-01-27,603993,¬е—фов“µ,11.72,12.19,10.98,11.03,11.17,0.55,4.9239,2.7757,54638252.0,635668246.0,59492718553.0,23069894706.0
17,2015-01-28,603993,¬е—фов“µ,11.27,11.58,11.18,11.49,11.72,-0.45,-3.8396,1.4318,28184312.0,320898671.0,57208441816.8,22184105233.5
18,2015-01-29,603993,¬е—фов“µ,11.02,11.23,10.71,11.1,11.27,-0.25,-2.2183,1.2208,24029984.0,264268331.0,55939399185.5,21691999971.0
19,2015-01-30,603993,¬е—фов“µ,11.03,11.48,10.91,11.01,11.02,0.01,0.0907,1.4964,29455836.0,330292161.0,55990160890.8,21711684181.5
20,2015-02-02,603993,¬е—фов“µ,11.18,11.36,10.65,10.9,11.03,0.15,1.3599,1.0003,19689521.0,219291166.0,56751586469.5,22006947339.0
21,2015-02-03,603993,¬е—фов“µ,11.21,11.4,10.81,11.3,11.18,0.03,0.2683,1.1081,21811870.0,240776330.0,56903871585.2,22065999970.5
22,2015-02-04,603993,¬е—фов“µ,11.74,11.9,11.14,11.17,11.21,0.53,4.7279,2.0325,40008398.0,463895960.0,59594241963.5,23109263127.0
23,2015-02-05,603993,¬е—фов“µ,11.35,12.43,11.32,12.0,11.74,-0.39,-3.322,1.6786,33042035.0,392386641.0,57614535458.8,22341578917.5
24,2015-02-06,603993,¬е—фов“µ,10.77,11.3,10.58,11.03,11.35,-0.58,-5.1101,1.1442,22522914.0,244465541.0,54670356554.2,21199894708.5
25,2015-02-09,603993,¬е—фов“µ,10.72,10.92,10.61,10.77,10.77,-0.05,-0.4643,0.6331,12462876.0,134275591.0,54416548028.0,21101473656.0
26,2015-02-10,603993,¬е—фов“µ,11.01,11.07,10.63,10.65,10.72,0.29,2.7052,0.6039,11887885.0,129718542.0,55888637480.2,21672315760.5
27,2015-02-11,603993,¬е—фов“µ,10.93,11.17,10.71,10.97,11.01,-0.08,-0.7266,0.7768,15289783.0,166463725.0,55482543838.2,21514842076.5
