time,code,close,high,low,open,pre-close,change_amount,change_rate,turnover_rate,volume,amount,market_value,l_market_value
2018-05-08,603259,31.1,31.1,25.92,25.92,21.6,9.5,43.9815,0.0285,29739.0,919703.0,32405750791.6,3240575091.6
2018-05-09,603259,34.21,34.21,34.21,34.21,31.1,3.11,10.0,0.0198,20661.0,706813.0,35646325870.8,3564632600.76
2018-05-10,603259,37.63,37.63,37.63,37.63,34.21,3.42,9.9971,0.0082,8500.0,319855.0,39209916472.3,3920991662.28
2018-05-11,603259,41.39,41.39,41.39,41.39,37.63,3.76,9.992,0.053,55195.0,2284521.0,43127782162.8,4312778232.84
2018-05-14,603259,45.53,45.53,45.53,45.53,41.39,4.14,10.0024,0.0707,73713.0,3356153.0,47441602364.7,4744160254.68
2018-05-15,603259,50.08,50.08,50.08,50.08,45.53,4.55,9.9934,0.0861,89725.0,4493428.0,52182636644.5,5218263684.48
2018-05-16,603259,55.09,55.09,55.09,55.09,50.08,5.01,10.004,0.0949,98871.0,5446803.0,57402984280.0,5740298450.04
2018-05-17,603259,60.6,60.6,60.6,60.6,55.09,5.51,10.0018,0.1887,196587.0,11913172.0,63144324693.6,6314432493.6
2018-05-18,603259,66.66,66.66,66.66,66.66,60.6,6.06,10.0,0.2991,311615.0,20772256.0,69458757163.0,6945875742.96
2018-05-21,603259,73.33,73.33,73.33,73.33,66.66,6.67,10.006,0.1691,176218.0,12922066.0,76408800821.5,7640880111.48
2018-05-22,603259,80.66,80.66,80.66,80.66,73.33,7.33,9.9959,0.2487,259098.0,20898845.0,84046554947.0,8404655526.96
2018-05-23,603259,88.73,88.73,88.73,88.73,80.66,8.07,10.005,0.258,268867.0,23856569.0,92455378383.9,9245537873.88
2018-05-24,603259,97.6,97.6,97.6,97.6,88.73,8.87,9.9966,0.5664,590152.0,57598835.0,101697790266.0,10169779065.6
2018-05-25,603259,107.36,107.36,107.36,107.36,97.6,9.76,10.0,2.4337,2535836.0,272247353.0,111867569292.0,11186756972.2
2018-05-28,603259,118.1,118.1,118.1,118.1,107.36,10.74,10.0037,2.0284,2113519.0,249606594.0,123058494164.0,12305849463.6
2018-05-29,603259,129.91,129.91,129.91,129.91,118.1,11.81,10.0,4.027,4196101.0,545115481.0,135364343580.0,13536434410.0
2018-05-30,603259,120.37,135.57,119.3,135.09,129.91,-9.54,-7.3435,69.6013,72523591.0,9293127280.0,125423801376.0,12542380185.7
2018-05-31,603259,129.7,132.34,116.03,124.2,120.37,9.33,7.7511,41.0164,42738509.0,5303637390.0,135145526613.0,13514552713.2
2018-06-01,603259,132.87,134.87,124.5,126.11,129.7,3.17,2.4441,31.3159,32630686.0,4243384086.0,138448620826.0,13844862135.7
2018-06-04,603259,120.9,138.87,119.58,136.39,132.87,-11.97,-9.0088,34.7675,36227220.0,4643439731.0,125976053720.0,12597605420.4
2018-06-05,603259,119.78,121.72,113.99,118.0,120.9,-1.12,-0.9264,25.6852,26763623.0,3165880761.0,124809029898.0,12480903037.7
2018-06-06,603259,124.06,124.44,117.06,118.1,119.78,4.28,3.5732,24.8696,25913717.0,3147510073.0,129268728077.0,12926872857.4
2018-06-07,603259,119.03,123.6,118.85,123.0,124.06,-5.03,-4.0545,17.8821,18632920.0,2250260409.0,124027540731.0,12402754120.7
2018-06-08,603259,118.46,121.44,116.01,117.08,119.03,-0.57,-0.4789,17.1735,17894569.0,2136303406.0,123433608964.0,12343360943.8
2018-06-11,603259,108.12,116.64,107.0,115.76,118.46,-10.34,-8.7287,24.0116,25019713.0,2789216634.0,112659478315.0,11265947874.7
2018-06-12,603259,109.8,111.3,106.13,109.61,108.12,1.68,1.5538,16.6985,17399563.0,1896960007.0,114410014049.0,11441001448.8
2018-06-13,603259,107.98,111.8,106.71,108.5,109.8,-1.82,-1.6576,16.133,16810346.0,1838222691.0,112513600337.0,11251360076.9
2018-06-14,603259,100.26,108.62,99.28,105.0,107.98,-7.72,-7.1495,23.2165,24191241.0,2498877599.0,104469471845.0,10446947224.6
2018-06-15,603259,100.53,102.44,99.06,100.66,100.26,0.27,0.2693,14.7837,15404365.0,1554157401.0,104750807945.0,10475080834.7
2018-06-19,603259,98.94,102.36,95.58,97.75,100.53,-1.59,-1.5816,17.1171,17835774.0,1760329511.0,103094050911.0,10309405130.6
2018-06-20,603259,100.99,102.18,96.16,99.8,98.94,2.05,2.072,16.688,17388669.0,1737706370.0,105230121300.0,10523012170.4
2018-06-21,603259,91.39,101.5,90.89,100.8,100.99,-9.6,-9.5059,21.5024,22405240.0,2149118418.0,95227059962.8,9522706032.84
2018-06-22,603259,89.9,92.15,87.36,88.65,91.39,-1.49,-1.6304,15.0755,15708505.0,1417519990.0,93674501484.4,9367450184.4
2018-06-25,603259,93.02,95.39,89.6,90.1,89.9,3.12,3.4705,16.7266,17428841.0,1619033686.0,96925496419.1,9692549679.12
