time,code,close,high,low,open,pre-close,change_amount,change_rate,turnover_rate,volume,amount,market_value,l_market_value
2015-01-05,601988,4.42,4.5,4.18,4.18,4.15,0.27,6.506,1.1285,2308454847.0,9922663542.0,1273790387630.0,904179925966.0
2015-01-06,601988,4.56,4.74,4.28,4.38,4.42,0.14,3.1674,1.1276,2312726022.0,10516945715.0,1316614034880.0,935296454519.0
2015-01-07,601988,4.54,4.64,4.44,4.46,4.56,-0.02,-0.4386,0.755,1548575455.0,7006124043.0,1310839411920.0,931194277087.0
2015-01-08,601988,4.33,4.57,4.31,4.55,4.54,-0.21,-4.6256,0.7261,1489272605.0,6536809467.0,1250205870840.0,888121414050.0
2015-01-09,601988,4.47,4.76,4.23,4.28,4.33,0.14,3.2333,1.1104,2277619375.0,10212605583.0,1290628231560.0,916836656074.0
2015-01-12,601988,4.4,4.49,4.3,4.38,4.47,-0.07,-1.566,0.6221,1276075617.0,5610756119.0,1270417051200.0,902479035062.0
2015-01-13,601988,4.44,4.44,4.31,4.39,4.4,0.04,0.9091,0.4448,912319236.0,3991497465.0,1281966297120.0,910683389926.0
2015-01-14,601988,4.59,4.65,4.46,4.46,4.44,0.15,3.3784,0.8158,1673274661.0,7656606854.0,1325275969320.0,941449720667.0
2015-01-15,601988,4.87,4.89,4.51,4.59,4.59,0.28,6.1002,0.8194,1680669782.0,7849348006.0,1406120690760.0,998880204716.0
2015-01-16,601988,4.98,5.08,4.83,4.89,4.87,0.11,2.2587,0.92,1887003609.0,9402684686.0,1437881117040.0,1021442180590.0
2015-01-19,601988,4.48,4.78,4.48,4.53,4.98,-0.5,-10.0402,1.0526,2158887872.0,9910001567.0,1293515543040.0,918887744790.0
2015-01-20,601988,4.45,4.57,4.31,4.48,4.48,-0.03,-0.6696,0.8539,1751400006.0,7806777244.0,1284853608600.0,912734478642.0
2015-01-21,601988,4.89,4.9,4.41,4.49,4.45,0.44,9.8876,1.3076,2681906018.0,12573299696.0,1411895313720.0,1002982382150.0
2015-01-22,601988,4.84,4.89,4.75,4.88,4.89,-0.05,-1.0225,0.7912,1622801848.0,7826658808.0,1397458756320.0,992726938568.0
2015-01-23,601988,4.84,4.99,4.8,4.88,4.84,0.0,0.0,0.8397,1722337963.0,8421735699.0,1397458756320.0,992726938568.0
2015-01-26,601988,4.78,4.82,4.62,4.78,4.84,-0.06,-1.2397,0.6759,1386278161.0,6531498105.0,1380134887440.0,980420406272.0
2015-01-27,601988,4.63,4.76,4.53,4.75,4.78,-0.15,-3.1381,0.7068,1449753410.0,6711325903.0,1336825215240.0,949654075531.0
2015-01-28,601988,4.55,4.66,4.5,4.57,4.63,-0.08,-1.7279,0.496,1017346809.0,4647153311.0,1313726723400.0,933245365803.0
2015-01-29,601988,4.4,4.5,4.39,4.44,4.55,-0.15,-3.2967,0.5467,1121429307.0,4969470822.0,1270417051200.0,902479035062.0
2015-01-30,601988,4.4,4.48,4.34,4.45,4.4,0.0,0.0,0.4211,863713018.0,3811523283.0,1270417051200.0,902479035062.0
2015-02-02,601988,4.13,4.3,4.12,4.24,4.4,-0.27,-6.1364,0.5944,1219248942.0,5127737266.0,1192459641240.0,847099639729.0
2015-02-03,601988,4.28,4.32,4.04,4.18,4.13,0.15,3.632,0.7907,1621741072.0,6732571624.0,1235769313440.0,877865970469.0
2015-02-04,601988,4.13,4.27,4.12,4.24,4.28,-0.15,-3.5047,0.5404,1117336596.0,4702766901.0,1199232235300.0,853872233787.0
2015-02-05,601988,4.13,4.37,4.12,4.37,4.13,0.0,0.0,0.8022,1658631754.0,7051371431.0,1199232235300.0,853872233787.0
2015-02-06,601988,4.01,4.12,3.96,4.05,4.13,-0.12,-2.9056,0.5146,1063928644.0,4301515696.0,1164387715140.0,829062386801.0
2015-02-09,601988,4.03,4.09,3.88,3.97,4.01,0.02,0.4988,0.5222,1079572187.0,4299605842.0,1170195135170.0,833197361299.0
2015-02-10,601988,4.1,4.1,3.97,4.0,4.03,0.07,1.737,0.4333,895753291.0,3636790060.0,1190521105260.0,847669772041.0
2015-02-11,601988,4.07,4.11,4.04,4.1,4.1,-0.03,-0.7317,0.2523,521716704.0,2125181530.0,1181809975220.0,841467310294.0
2015-02-12,601988,4.06,4.09,4.01,4.09,4.07,-0.01,-0.2457,0.2621,541869234.0,2192128506.0,1178906265210.0,839399823045.0
2015-02-13,601988,4.11,4.18,4.05,4.08,4.06,0.05,1.2315,0.4986,1030874536.0,4250978152.0,1193424815270.0,849737259290.0
2015-02-16,601988,4.09,4.11,4.05,4.09,4.11,-0.02,-0.4866,0.3201,661783079.0,2697528604.0,1187617395250.0,845602284792.0
2015-02-17,601988,4.1,4.14,4.08,4.09,4.09,0.01,0.2445,0.3086,638107506.0,2619949973.0,1190521105260.0,847669772041.0
2015-02-25,601988,4.05,4.1,4.03,4.1,4.1,-0.05,-1.2195,0.2587,534927546.0,2169226255.0,1176002555200.0,837332335796.0
2015-02-26,601988,4.14,4.14,3.98,4.04,4.05,0.09,2.2222,0.5128,1060225808.0,4321311094.0,1202135945310.0,855939721036.0
2015-02-27,601988,4.11,4.15,4.09,4.12,4.14,-0.03,-0.7246,0.4514,933245985.0,3843894769.0,1193424815270.0,849737259290.0
2015-03-02,601988,4.11,4.13,4.07,4.12,4.11,0.0,0.0,0.4822,996853605.0,4081541447.0,1193424815270.0,849737259290.0
2015-03-03,601988,3.97,4.08,3.96,4.07,4.11,-0.14,-3.4063,0.6037,1248221279.0,5009148044.0,1152772875090.0,820792437805.0
2015-03-04,601988,3.91,3.97,3.89,3.95,3.97,-0.06,-1.5113,0.5619,1172707019.0,4589680832.0,1142945807950.0,815982707243.0
2015-03-05,601988,3.8,3.88,3.75,3.88,3.91,-0.11,-2.8133,0.6047,1262026651.0,4805177991.0,1110791322300.0,793026672001.0
2015-03-06,601988,3.83,3.88,3.77,3.78,3.8,0.03,0.7895,0.3854,804295691.0,3080876185.0,1119560727480.0,799287408885.0
2015-03-09,601988,4.03,4.06,3.81,3.85,3.83,0.2,5.2219,0.8005,1670654719.0,6599759625.0,1178023428650.0,841025654780.0
